exact_correct,metric,mean,median,std,count
False,bleu_max,0.031256611728580797,0.0211303963247502,0.027627137033526396,3
False,rouge1_f1_max,0.19191441602789117,0.1063829787234042,0.23200749762671022,3
False,meteor_max,,,,0
False,bertscore_f1_max,,,,0
True,bleu_max,0.059544319629039465,0.0196753169144095,0.07325424257916001,3
True,rouge1_f1_max,0.22302907033532213,0.1301775147928994,0.24593514882448556,3
True,meteor_max,,,,0
True,bertscore_f1_max,,,,0
